Publisher,Comic_Issue_Number,Title,Description,Condition,Grade_Condition,Price_Paid,Price_Tag
Marvel,6,Machine Man,Machine Man (the outcast fights for earth),"bottom right corner is creased and torn, great condition",B+,70.13,91.17
Marvel,5,Machine Man,Machine Man (Day of the non-hero),"spine spine wear, bottom right corner owrn , great condition",B+,80.60,104.78
Marvel,4,Machine Man,Machine Man (battle on a busy street),"top left corner is dented, top right corner is creased, bottom left corner is gone almost eaten, spine is worn, okay condition",B,64.01,83.22
Marvel,4,Machine Man,Machine Man (battle on a busy street),Near Mint,A,75.05,97.56
Marvel,2,Machine Man,Machine Man (second sensational issue),"top right corner is creased, spine is slightly worn, great condition",B+,75.98,98.77
Marvel,1,Machine Man,Machine Man (first issue),Near Mint,A,42.50,55.25
Marvel,9,Marvel Two-In-One,Marvel Two-In-One (the thing and the mighty thor),"bottom right corner is worn and dented, bottom left corner is worn, spine is really worn, okay condition",B,25.06,32.58
Marvel,8,Marvel Two-In-One,Marvel Two-In-One (the thing and ghost rider),"some spine wear, top left corner is worn, top right corner is dented and creased,bottom right corner slightly creased,",C,96.94,126.02
Marvel,7,Marvel Two-In-One,Marvel Two-In-One (the thing and valkyrie),"slight spine wear, some wear on top left corner, great condition",B+,17.73,23.05
Marvel,6,Marvel Two-In-One,"Marvel Two-In-One (the thing and dr.strange, Origin of Valkyrie)","slight spine wear, bottom right corner is creased and worn, bottom left corner is worn, good condition",B+,87.44,113.67
Marvel,5,Marvel Two-In-One,"Marvel Two-In-One (the thing and the guardians of the galaxy, second appearance of GOTG)","spine is slightly worn, wear tear in bottom right part of corner, top has some wearing, some discolouring in top and right of cover, okay condition",B,22.77,29.61
Marvel,3,Marvel Two-In-One,Marvel Two-In-One (the thing and daredevil),"spine has some wear, bottom left corner is worn , bottom right corner is creased, some creasing on front cover, good condition",B+,68.51,89.07
Marvel,2,Marvel Two-In-One,Marvel Two-In-One (the thing and the sub-mariner),"spine is good, top left corner is worn and creased, great condition",B+,39.16,50.90
Marvel,53,Power Man,Power Man (becomes power man and iron fist),"spine has some wear, great condition",B+,14.29,18.57
Marvel,1,Doctor Strange Annual (volume 2),Doctor Strange Annual (volume 2)(1976 issue),"spine is slightly worn, bottom left corner is worn and torn, bottom right corner is worn and creased, top right corner is worn, good condition",B+,86.28,112.16
Marvel,69,Sub-Mariner,Sub-Mariner (to smash a spider-man),"has a tear around top staple, spine is worn, top par of spine has a crease, top left corner is worn, top right corner is creased, bottom right corner is creased, bottom left corner is worn, fair condition",B-,73.27,95.26
Marvel,49,Power Man,Power Man (seagate is a lonely place to die),Near Mint,A,57.12,74.26
Marvel,50,Power Man,Power Man (1st Powerman Iron Fist Team-Up),Near Mint,A,86.73,112.74
Marvel,52,Sub-Mariner,Sub-Mariner (when sunfire strikes),"spine is worn a bit, top left corner is worn, bottom right corner is creased, bottom left corner is dented, okay condition",B,36.50,47.45
Marvel,65,Sub-Mariner,Sub-Mariner (the she-devil,"Spine is worn around staples, top left corner is dented and worn and creased, top right corner is creased, bottom left corner is worn, bottom right corner is creased, fair condition",B-,14.53,18.89
Marvel,12,Astonishing Tales,Astonishing Tales (Art by Neal Adams. Man Thing),"spine is worn, bottom right corner is creased, top right corner is creased, top staple is torn a bit, fair condition",B-,99.99,129.99
DC,17,DC Special,Dc Special (green lantern),"some weird wearing on cover, bottom right corner is creasing a bit, good condition",B+,54.23,70.50
DC,78,Brave and the Bold,Brave and the Bold (batman and wonder woman guest starring batgirl),"spine is slightly worn, bottom right corner is creased and worn, top right corner is creased, top left corner is worn, top spine is slightly worn, good condition",B+,33.73,43.86
DC,392,Detective Comics,Detective Comics (I died a thousand deaths),"top right corner is creased and worn, good condition",B+,13.71,17.82
Charlton,70,Fightin' Marines,Fightin' Marines (welcome back),"spine is worn a bit, top left corner is worn, bottom right corner is creased, bottom left corner is worn and creased, good condition",B+,19.50,25.35
Marvel,289,Amazing Spider-Man,Amazing Spider-Man (Death of Ned Leeds. Double size),"bottom right part of comic is creased, great condition",B+,62.40,81.12
Charlton,59,Fightin' Army,Fightin' Army (victory at cemetery hill),"spine is worn, top left corner is dented and creased, bottom part of cover is warn and dented weirdly, bottom right corner is worn, bottom left corner is worn, good condition",B+,52.79,68.62
Charlton,36,The Fightin' 5 (volume 2),The Fightin' 5 (volume 2) (hidden empire),"spine is worn, bottom left corner is dented and creased, bottom right corner is creased, top left corner is worn, good condition",B+,54.39,70.71
Charlton,114,Fightin' Marines,Fightin' Marines (gung ho),"bottom left corner is dented, top left corner is worn, good condition",B+,90.42,117.55
Charlton,75,Fightin' Army,Fightin' Army ('Lonely War of Willy Schulz' begins.),"spine is slightly worn, top left corner is worn, great condition",B+,83.03,107.93
Charlton,116,Fightin' Marines,Fightin' Marines (this time is the end),"spine is worn a bit, top left corner is worn, bottom right corner is creased, great condition",B+,55.67,72.37
Charlton,76,Fightin' Army,Fightin' Army (the lonely war of capt. Willy shultz),"top staple is torn, bottom left corner is worn, top left corner is worn, spine is worn, good condition",B+,72.58,94.35
Charlton,74,Fightin' Army,Fightin' Army (dam yank army),"Spine is worn, ""29"" written on front cover, and some date is written next to price, great condition",B+,9.12,11.86
Charlton,77,Fightin' Marines,Fightin' Marines (bug-out),"spine is worn a bit, good condition",B+,64.33,83.62
Charlton,22,Army War Heroes,Army War Heroes (the iron corporal),"Spine is worn, bottom right corner is creased, top right corner is dented, top left corner is dented, top part of cover is is discoloured, good condition",B+,31.82,41.37
Charlton,4,Attack (volume 4),Attack (volume 4) ((October/1967) Title changes to: Attack at Sea with No. 5),"spine is torn in the middle of spine, weird creasing is dented and creased, top right corner is worn and creased, wearing all around cover,creassing around middle and around everywhere around the cover, bottom staple has heavy wear, fair condition",B-,50.46,65.59
Charlton,6,Attack (volume 5),Attack (volume 5)(someone has to die),"spine has slight wear, bottom right corner is torn , good condition",B+,43.36,56.37
Charlton,13,Attack (volume 5),Attack (volume 5)(my god if he drops that grenade),"bottom left corner is worn, great condition",B+,39.40,51.22
DC,222,Tarzan,Tarzan (monkeys and witch doctors),"bottom right corner is creased and worn, top right corner is worn and creased, top left corner is creased, spine is slightly worn, good condition",B+,37.62,48.91
DC,192,Superboy,Superboy (superbabys new family),"bottom staple has some wear, top right corner is creased, bottom left corner is worn a bit, top left corner is dented, good condition",B+,8.73,11.36
DC,1,Hercules Unbound,Hercules Unbound (first issue),"heavy wear on center of spine, spine is slightly worn, bottom left spine is worn, top right corner is dented, top left corner is dented, great condition",B+,82.49,107.24
DC,1,Super Team Family,Super Team Family (first issue),"spine is slightly worn in middle a little worse, top right corner is dented, good condition",B+,74.44,96.77
DC,6,Kobra,Kobra (destroying san francisco),"spine is slightly worn, good condition",B+,32.03,41.64
DC,7,Kobra,"Kobra (the lazarus conspiracy, last issue in series)","bottom left corner is worn, good condition",B+,25.84,33.59
DC,4,Kobra,Kobra (the servitor),"imprint of staple on frotn bottom staple, bottom left corner is worn ,great condition",B+,16.70,21.71
DC,5,Kobra,Kobra (destroy it),"bottom right corner is worn and weirdly out of color, great condition",B+,10.04,13.05
DC,3,Kobra,Kobra (solaris),near mint,A,11.50,14.95
DC,2,Kobra,Kobra (solaris),"spine is slightly worn, bottom left corner is worn, good condition",B+,36.88,47.95
DC,1,Kobra,Kobra (first issue),"spine has some wear, top right corner is worn and dented, good condition",B+,93.91,122.08
DC,57,Aquaman,Aquaman (1977),"spine is great, top right corner is dented, bottom right corner is worn and dented, bottom left corner is worn and dented, great condition",B+,75.56,98.23
DC,5,Freedom Fighters,Freedom Fighters (wonder woman is dead),Near Mint,A,96.39,125.31
DC,4,Freedom Fighters,Freedom Fighters (special guest wonder woman),"bottom left corner is worn, bottom right corner is dented, ttop left corner is wonr, good condition",B+,72.73,94.55
DC,3,Freedom Fighters,Freedom Fighters (skragg),Near Mint,A,38.58,50.15
DC,2,Freedom Fighters,Freedom Fighters (the silver ghost),Near Mint,A,100.70,130.91
DC,1,Freedom Fighters,Freedom Fighters (first issue),"spine is slightly worn, top right corner is creased, some wearing on side of cover, good condition",B+,78.80,102.45
Marvel,26,Daredevil,Daredevil (stilt-man strikes again),"spine has some tearing twords top staple, bottom left corner is worn, bottom right corner is creased, top right corner is worn, top left corner is worn slightly and fraying, spine is fraying a bit, good condition",B+,51.15,66.50
Marvel,107,Daredevil,Daredevil (blind man's bluff),"spine is worn a bit, bottom left corner is worn, top left corner is worn, good condition",B+,84.46,109.79
Marvel,49,Daredevil,Daredevil (Starr Saxon),Near Mint,A,74.34,96.64
Marvel,99,Daredevil,Daredevil (hawkeye),"bottom left corner is worn, some tearing near both staples, good condtion",B+,6.55,8.52
Marvel,1,Marvel Premiere,"Marvel Premiere (Origin of Warlock, first issue)","top part of cover is torn off, first 3 pages are torn at top, spine is wearing, bottom elft corner is worn, bottom right corner is worn and creased, fair condition",B-,81.53,105.98
Marvel,104,Daredevil,"Daredevil (gill cane cover, prey of the hunter)","spine is wearing, bottom right corner is torn and creased, bottom left corner is worn, top left corner is worn and discolored, good condition",B+,57.97,75.37
Marvel,55,Daredevil,Daredevil (coward),"spine is worn really bad, top right corner is creased, okay condition",C,28.80,37.44
Marvel,54,Daredevil,Daredevil (15 cent covers begin),"some writing below the price, spine is really worn around pot staples and torn a bit, bottom right corner is creased and worn, tearing around the bottom, bottom left corner is worn and creased, top left corner is qorn, fair conditin",B-,4.30,5.59
Marvel,45,Marvel Tales,Marvel Tales (Reprints Amazing Spider-Man 62),"Spine is slightly worn and sicoloured, bottom left corner is dented and wonr, bottom right corner is wonr, top right corner is dented, top left corner is worn, okay condition",B,52.15,67.79
Gold Key,44,The Twilight Zone,The Twilight Zone (an actor goes before the camera-with murder as a co-star),"bad spine, cover is removed from staples, top left corner is worn, bottom right corner is creased and worn, bottom left corner is worn, fair condition",C,92.32,120.01
Atlas,1,The Hands of the Dragon,"The Hands of the Dragon (first and last issue, Origin and 1st appearance/Art by Craig-Mooney)","some wear on spine, great condition",B+,61.34,79.74
DC,1,Omac,Omac (The Origin of Omac by Jack Kirby),"some discoloration to the white cover in the bottom left ish corner, corners are great and spine is great, good condition",B+,41.33,53.72
DC,2,Justice inc.,Justice inc. (Art: Jack Kirby),"some spine wear, great condition",B+,57.07,74.19
DC,86,Challengers of the Unknown,Challengers of the Unknown (is this the future),Near mint,A,9.03,11.74
DC,16,"Kamandi, the Last Boy on Earth","Kamandi, the Last Boy on Earth (experimental animals)","spine has some wear, bottom left corner is worn , bottom right corner is worn, top right corner is creassd, good condition",B+,39.77,51.70
Gold Key,4,The Adventures of Robin Hood,The Adventures of Robin Hood (the lucky hat),"spine has some wear, bottom right corner is creased, top right corner is dented, good condition",B+,12.81,16.66
Charlton,4,The Peacemaker,The Peacemaker (Origin of the Peacemaker),"spine is worn a bit, top rleft corner is worn and torn a bit, top right corner is creased, some discoloring, slight tear in middle of cover, bottom left corner is worn, good condition",B+,89.66,116.56
DC,84,Brave and the Bold,Brave and the Bold (batman and sgt. Rock),"spine has some wear, bottom right corner is creased and worn, bottom part of cover has a small tear, good condition",B+,44.73,58.15
Charlton,6,Doomsday+1,Doomsday+1 (punch),Near Mint,A,18.95,24.64
Charlton,1,The Peacemaker,The Peacemaker (Fightin' Five begins),"some discoloring at top part and bottom part of cover, bottom left corner is creased and worn, spine has some wear, great condition",B+,55.62,72.30
Charlton,3,Charlton Premiere,Charlton Premiere (Sinestro Boy Fiend/Blue Beetle and Peacemaker appereances),"Spine is worn, bottom left corner is creased and worn, bottom right corner is dented and worn, top right corner is creased and worn, some discoloring ahppening to cover just time took its tole, okay condition",B,43.13,56.07
Charlton,112,Fightin' Marines,Fightin' Marines (no so tough),"spine has weird coloring on it, spine below bottom staple is torn and partialy corners are good, good condition",B+,42.33,55.02
Charlton,4,Scary Tales,Scary Tales (Cover by Tom Sutton),"top staple has some wear, good condition",B+,54.48,70.82
DC,1,Blitzkrieg,Blitzkrieg (first issue),"spine is slightly worn, top right corner is dented and creased and worn, great condition",B+,33.23,43.20
DC,1,Ragman,Ragman (1st Appearance),Near Mint,A,32.81,42.65
DC,4,Omac,Omac (jack kirby art),"bottom right corner is slightly worn, great condition",B+,46.05,59.87
DC,1,Justice inc.,"Justice Inc. (The Avenger, first issue)",Near Mint,A,83.36,108.37
Atlas,2,The Scorpion,The Scorpion (Art by Chaykin (p) with Wrightson/Kaluta/Simonson (i)),spine has some wear on top staple and bottom right corner is worn,B,54.34,70.64
Atlas,1,The Destructor,"The Destructor (Origin and 1st appearance./Art by Ditko and Wood, first issue)",Near Mint,A,38.30,49.78
Charlton,93,Judo Master,"Judo Master (Introduction of Tiger, Moder comics reprint)","weird discoloring on tigers face, bottom right part of cover is torn completely, okay condition",B,65.21,84.78
Charlton,88,Captain Atom,Captain Atom (Nightshade by Jim Aparo),"spine is slightly worn, bottom left corner is dented, top left cornewr is worn, great condition",B+,12.23,15.90
Charlton,51,Thunderbolt (volume 2),Thunderbolt (volume 2) (spikes),"spine is worn, bottom staple is torn, top stpale is torn, bottom right corner is creased and dented, bottom left corner is dented and worn, top left corner is worn, okay condition",B,16.91,21.98
Charlton,72,Fightin' Marines,Fightin' Marines (a battle saga you'll long remember),great condition,B+,70.29,91.38
Charlton,3,The Peacemaker (volume 3),The Peacemaker (volume 3) (our future world),"spine is worn a bit, bottom left corner is worn, top right corner is dented, top left corner is worn and creased, good condition",B+,36.61,47.59
Charlton,1,House of Yang,"House of Yang (first issue,Art by Sanho Kim in all)",great condition,B+,53.05,68.97
Gold Key,10,Dagar the Invincible,Dagar the Invincible (the emerald flame),"bottom right corner is creased, great condition",B+,55.67,72.37
Charlton,12,Attack (volume 5),Attack (volume 5) (first command),"bottom right corner is torn to bits and eated, top right part of cover is torn, spine is slightly worn, top left corner is worn, okay condition",B,83.90,109.08
Charlton,115,Fightin' Marines,Fightin' Marines (nothing in common),"spine is worn a bit, top elft corner is worn, top right corner is dented, good condition",B+,33.40,43.42
Charlton,57,Fightin' Marines,Fightin' Marines (contest in courage),"spine is slightly worn, bottom left corner is worn is creased, bottom right corner is slightly worn, top right corner is dented, top left corner is worn, good condition",B+,33.75,43.87
Charlton,117,Fightin' Marines,Fightin' Marines (nazi hit man),"spine is great, bottom right corner is wonr, top right corner is dented, great condition",B+,88.42,114.95
Charlton,1,Space: 1999,Space: 1999 (Cover and art by Joe Staton),Near Mint,A,48.05,62.47
Charlton,118,Fightin' Marines,Fightin' Marines (guns),Near Mint,A,44.73,58.15
Charlton,119,Fightin' Marines,Fightin' Marines (chopper),Near Mint,A,87.37,113.58
Charlton,75,Fightin' Marines,Fightin' Marines (the best squad in the corps),"top right corner is creased, spine is slightly worn, top left corner is worn, bottom left corner is worn good condition",B+,37.57,48.84
Charlton,76,Fightin' Army,Fightin' Army (the lonely war of capt. Willy shultz),"bottom right corner is creased, spine is slightly worn, good condition",B+,88.32,114.81
Marvel,27,The New Mutants,The New Mutants (1995),Near Mint,A,88.43,114.95
Marvel,118,Sgt. Fury and his Howling Commandos,Sgt. Fury and his Howling Commandos (war-machine),"bottom right corner is creased, top left corner is wonr, slight spine wear, great condition",B+,34.99,45.49
Marvel,116,Sgt. Fury and his Howling Commandos,Sgt. Fury and his Howling Commandos (end of the road),"spine is worn, top left corner is creased and worn, top right corner is creased and worn, good condition",B+,81.93,106.51
Marvel,12,"Nick Fury, Agent of Shield","Nick Fury, Agent of Shield (Cover & art: Barry Smith)","spine is worn, cover has weird wearing all over, bottom right corner is creased and worn, good condition",B+,48.33,62.83
Marvel,167,Strange Tales,Strange Tales (nick fury and dr strange),"spine is slightly worn, slight discoloring around white areas, cover has slight wear all around, top left corner is worn and creased, good condition",B+,21.64,28.13
Marvel,88,Sgt. Fury and his Howling Commandos,Sgt. Fury and his Howling Commandos (save general patton),"some writing over price, bottom right corner is creased and dented, bottom left corner is worn, spine is worn, top right corner is dented, top left corner is worn, good conditoin",B+,92.70,120.50
Marvel,58,Sgt. Fury and his Howling Commandos,Sgt. Fury and his Howling Commandos (second front),"spine is worn, top right corner is really creased, bottom right corner is creased, bottom left corner Is worn, spine has heavy wear near bottom staple, fair condition",B-,73.51,95.56
DC,183,World's Finest Comics,World's Finest Comics (supermans crime of the ages),"spine has some wear bottom right corner is worn and creased, bottom left corner is worn and dented, good condition",B+,38.32,49.82
DC,218,World's Finest Comics,World's Finest Comics (super heroes I can prove your super flops),"heavy wear on both staples, bottom right corner is creased and worn, bottom left corner is worn, top left corner is worn , good condition",B+,88.56,115.13
DC,269,Superman,Superman (can you guess who found eight different ways to kill superman),"spine is good, bottom left corner is worn, top left corner is worn, great condition",B+,33.44,43.47
DC,221,World's Finest Comics,World's Finest Comics (sons of super man and batman),"spine is slightly worn, top left corner is worn , top left corner is slightly worn, good condition",B+,87.75,114.07
Charlton,5,Vengeance Squad,Vengeance Squad (masked man),"spine has some heavey wear around staples, bottom left corner is dented and worn, top left corner is worn, good condition",B+,68.36,88.86
Charlton,1,Vengeance Squad,"Vengeance Squad (first issue,Mike Mauser back up feature by Joe Staton)","spine has some wear around top staple, bottom left corner is dented and worn, bottom right corner is creased and dented, top left corner is worn, good condition",B+,48.37,62.88
Marvel,114,Sgt. Fury and his Howling Commandos,Sgt. Fury and his Howling Commandos (jungle bust-out),"spine is heavly worn and fraying a bit, top left corner is worn and frayed, bottom left corner is dented and worn , bottom right corner is worn and creased, bottom part of cover is worn , good condition",B+,48.69,63.30
Marvel,11,"Nick Fury, Agent of Shield","Nick Fury, Agent of Shield (space)",Near Mint,A,30.05,39.07
Marvel,3,Star Wars,"Star Wars (battle on the death star,1st Print (30 Cent Square Price Box))","spine is great, bottom left corner is worn a slightly torn, side of cover where you grab is torn a bit, bottom right corner is worn, top right corner is kind of creased down, top left corner is worn, good condition",B+,22.88,29.75
Marvel,2,Star Wars,Star Wars (luke skywalker strikes back),"spine has some wear, bottom staple has some wear, bottom right corner is worn, great condition",B+,36.20,47.05
Marvel,248,Thor,Thor (storm giants rage),"spine is very slightly worn, top left corner is worn, great condition",B+,56.91,73.99
Marvel,247,Thor,Thor (the flame and the hammer),"bottom spine is worn and sorta torn, bottom left corner is worn, bottom right corner is dented and worn, top right corner is dented, top left corner is dented and worn, good condition",B+,5.11,6.64
Marvel,246,Thor,Thor (the fury of firelord),Near Mint,A,45.04,58.56
Marvel,245,Thor,Thor (the temple at the end of time),Near Mint,A,34.53,44.89
Marvel,42,Marvel Two-In-One,Marvel Two-In-One (The Thing and Captain America),"spine is great, smal tear on right side of cover, bottom left corner is dented and worn slightly, bottom right corner is good and so is top right, top left corner is slightly worn and dented, good condition",B+,93.19,121.15
Marvel,43,Marvel Two-In-One,Marvel Two-In-One (The Thing and The Man-Thing),"top left corner is dented slightly and worn, bottom left corner is dented and worn, spine is great, right side of comic is slightly creased, great condition",B+,69.76,90.68
Marvel,44,Marvel Two-In-One,Marvel Two-In-One (The Thing and Hercules),"Near Mint,spine has slight wear",A,77.47,100.71
Marvel,45,Marvel Two-In-One,Marvel Two-In-One (The Thing and Captain Marvel),"Top right corner is slightly dented, bottom right corner is slightly creased, bottom left corner is dented, spine is great, good condition",B+,36.34,47.24
Marvel,46,Marvel Two-In-One,Marvel Two-In-One (The Thing and The Incredible Hulk),"bottom right corner is creased, top left corner is worn slightly, spine is good, great condition",B+,34.46,44.80
Marvel,47,Marvel Two-In-One,Marvel Two-In-One (The Thing and The Yancy Street Gang),"bottom left corner is worn, top right corner is slightly dented, spin is worn slightly at the top, good condition",B+,62.58,81.36
Marvel,35,Marvel Two-In-One,Marvel Two-In-One (The Thing and Skull The Slayer),"stain on cover brown, corners are good not bad condition",B+,64.11,83.34
